gene,log2FC,moderated_t,p_value,FDR_per_contrast,significant
MRPS12,0.5428392887600175,6.599113036646831,1.6702330250669485e-10,5.499781926850438e-10,False
CDA,-1.6559024134402165,-6.598016927844931,1.681161781639602e-10,5.534859396038427e-10,True
PIK3CD,-1.3755694098584401,-6.5970014557395675,1.6913491683318174e-10,5.567484949113928e-10,True
RCCD1,0.5898241685144097,6.59562506072676,1.7052541770296964e-10,5.612335234643043e-10,False
PYROXD1,-0.5737686082210516,-6.595569368437814,1.7058191631346556e-10,5.61327330064826e-10,False
ANKMY2,-0.5080154869520666,-6.591617004235883,1.7463877516276723e-10,5.745827768318811e-10,False
BTG3,0.5656976036158969,6.591348275240519,1.749180216088595e-10,5.754071096403007e-10,False
C9orf125,-1.3980486781511114,-6.590803360504399,1.7548560912036605e-10,5.771795378712827e-10,True
UFM1,0.5267606941838618,6.590188230640802,1.7612850555509816e-10,5.791990382777954e-10,False
HSPA5,0.4592306157257422,6.5897286396008345,1.7661035053053543e-10,5.806883450536627e-10,False
MPP4,0.6668831229745862,6.58857231015164,1.7782840095334698e-10,5.845973830323999e-10,False
B4GALT1,-0.5583468787310206,-6.587218697921297,1.7926474251836113e-10,5.892226372939574e-10,False
CPA2,-1.9936264369776577,-6.585372095835713,1.8124258155612128e-10,5.956259236518983e-10,True
SLC25A44,-0.3910011683438466,-6.5852139201307995,1.8141299117896714e-10,5.960882453520635e-10,False
KIAA0913,-0.5467297288077795,-6.58362084355297,1.831380740590605e-10,6.01657936241875e-10,False
ZNF84,0.6291482943885409,6.582489164599111,1.843732973431306e-10,6.056167450409189e-10,False
ARAF,-0.4892507248848741,-6.581120514074281,1.8587810230893323e-10,6.104055504733228e-10,False
LAMC3,-1.6962268377963463,-6.581107848185793,1.8589208434863386e-10,6.104055504733228e-10,True
DEPDC1,0.8989772471431028,6.580917254784487,1.8610260757125087e-10,6.10996771213948e-10,False
PWWP2B,-0.58209331400308,-6.580519383701139,1.8654283730829372e-10,6.122723170655721e-10,False
CCDC109A,-0.6405776820740243,-6.5805109330215785,1.86552198750802e-10,6.122723170655721e-10,False
SERTAD1,-0.7230818096537561,-6.578142195219758,1.891944846862798e-10,6.208141341888286e-10,False
POC1A,0.666646580249016,6.578122402694542,1.8921671690912377e-10,6.208141341888286e-10,False
UBE2H,0.44342880777759675,6.577266987377064,1.9018002775250004e-10,6.238726368517058e-10,False
CD3G,-1.6781361674910444,-6.57653185802441,1.910117250201224e-10,6.264984601101676e-10,True
ID3,-1.024290857922571,-6.571415423165504,1.968999662681038e-10,6.457056466593853e-10,True
CAPN12,1.1455716271533287,6.571261916681087,1.9707935391995237e-10,6.461882332125993e-10,True
PBK,1.0299681818181874,6.570069230551397,1.984786017734616e-10,6.506697131389642e-10,True
ABCG1,-0.9736416936721746,-6.5689355909875315,1.9981761219063926e-10,6.549522845222033e-10,False
CCDC85B,0.8240493092273509,6.566904969956952,2.0223829925614775e-10,6.627783426096375e-10,False
LY6G6D,3.9845188384785932,6.5652782870869535,2.0419819551901848e-10,6.690305298511134e-10,True
TLCD1,0.8958474586389222,6.565266214852719,2.042128101091678e-10,6.690305298511134e-10,False
NCRNA00115,0.7622063192904669,6.563010452152946,2.069617185873039e-10,6.779255771402456e-10,False
CUL1,0.33491899198362063,6.562339956640532,2.0778577317109057e-10,6.805136805096971e-10,False
PCDHGB5,-2.056525558587757,-6.558517495848108,2.1254553522908588e-10,6.959885646485664e-10,True
SKA2,0.5326086389220528,6.558435310610369,2.1264903913940563e-10,6.962137875155263e-10,False
RAB33A,-0.9898398004434581,-6.557865350989246,2.1336820725427244e-10,6.984542947670469e-10,False
ADAMTS14,1.0882403291830043,6.549956420818241,2.2359740015585828e-10,7.318197638140644e-10,True
ZNF48,0.45109195804195856,6.5497721313008075,2.2384140319364057e-10,7.3249879778562e-10,False
TXNL4B,0.39284451645914675,6.549076705198089,2.247645168920517e-10,7.353995697920425e-10,False
TERC,1.060448439365513,6.548870182153719,2.2503937577595227e-10,7.361787378541105e-10,True
LOC157381,-0.8278538205696742,-6.548403712736306,2.2566140832970435e-10,7.380931871142859e-10,False
FDX1,-0.4776609329694672,-6.547361401485718,2.270574236222757e-10,7.425381411884893e-10,False
HSPA9,0.4430530274603406,6.5459435923920966,2.2896997211160468e-10,7.486705709128627e-10,False
STK32A,-1.137679370629371,-6.545831442574699,2.291219290794778e-10,7.490452760547089e-10,True
MCFD2,0.42530629370629214,6.545710570586482,2.2928581491854531e-10,7.494588505244267e-10,False
PCDH7,-1.6227716953777946,-6.545207235403747,2.2996950607057396e-10,7.515710834091292e-10,True
GJC3,1.293072198533173,6.544884080658849,2.304095082245e-10,7.528773909150034e-10,True
GAB4,-0.18989089203479445,-6.54485854187466,2.3044431661074192e-10,7.528773909150034e-10,False
LAMC2,0.9600878219341631,6.544449494549414,2.3100253615221376e-10,7.545781769064656e-10,False
WDR5B,0.5155333788162979,6.542912761124366,2.331115693587243e-10,7.613433728037828e-10,False
ABO,-1.3510050486099203,-6.541791488250354,2.3466232985264685e-10,7.662833409683338e-10,True
OLFML3,-1.3790699641821682,-6.541409901233222,2.351923834309891e-10,7.678891528727131e-10,True
EIF4A3,0.39574139519017315,6.54063517037595,2.362721603010417e-10,7.712889635356376e-10,False
HOXD4,-1.4252573085451128,-6.5404195928108875,2.3657348442109853e-10,7.721468928281012e-10,True
CD38,-1.9814641906873645,-6.539991770894482,2.371725907414569e-10,7.739763093043964e-10,True
RAPGEF1,-0.4840960429814114,-6.539123965008646,2.3839241072753996e-10,7.778304044080027e-10,False
DDX28,0.4760606344874745,6.53898070084241,2.3859437926739123e-10,7.783627244242098e-10,False
MDGA2,-0.4551152225822958,-6.537016274105156,2.4138074837664815e-10,7.873245493658362e-10,False
LBR,0.5462184376599026,6.5356996810479036,2.432660658024192e-10,7.932547630193844e-10,False
VASP,-0.46172195974756214,-6.535691391412643,2.4327798193547107e-10,7.932547630193844e-10,False
RFX3,0.7753239382568626,6.535023120123385,2.442404907908646e-10,7.962637138791601e-10,False
TMOD2,-1.218492094490876,-6.534241681524166,2.453707338739704e-10,7.998184383308579e-10,True
NUP210,1.1956352635169765,6.533725249107589,2.4612049683845183e-10,8.021319833567879e-10,True
ZMYM5,0.5799442179771388,6.533593839727794,2.463116370798424e-10,8.026244634244824e-10,False
GPCPD1,0.9773212433907652,6.533391581858366,2.4660611394029773e-10,8.034534586452664e-10,False
C8ORFK29,1.4990986696230586,6.533288073013043,2.467569509922124e-10,8.038142757747942e-10,True
C22orf31,-0.7174002558417192,-6.533135395095554,2.4697960434677786e-10,8.044088803042392e-10,False
PNPLA2,-0.6475128091420732,-6.53287483646534,2.473600377061488e-10,8.055170953399842e-10,False
MED10,0.42665211495821254,6.530161368331224,2.513562159723871e-10,8.183975528168823e-10,False
PRR5-ARHGAP8,1.0251494797885021,6.529060168855371,2.5299598266253396e-10,8.236027686935876e-10,True
CCDC55,0.4442266928193721,6.528653992273493,2.5360345512813055e-10,8.25446310928412e-10,False
ECHDC2,-0.7842359031212673,-6.528093797578149,2.544436236437608e-10,8.280465271964623e-10,False
TSNARE1,0.8116670646426698,6.527704302686633,2.550293889340454e-10,8.29818118813309e-10,False
ZFP106,-0.5595854170219994,-6.525009905598961,2.59117910219682e-10,8.429846016395626e-10,False
AKAP13,-0.7190033941668066,-6.522148992802552,2.635294976236887e-10,8.571976682924981e-10,False
C15orf21,-0.766761410540675,-6.522033012175088,2.637098878361036e-10,8.576452962066305e-10,False
PALM2,1.2127898942520847,6.52178335895937,2.6409859655675587e-10,8.587701688230547e-10,True
FES,-1.087823929728807,-6.520127686222886,2.6669073325600755e-10,8.67058407942752e-10,True
OSGEPL1,0.5018699215418776,6.519969353932832,2.6693992345145057e-10,8.677278640080389e-10,False
KBTBD6,0.5880545283984278,6.51858143760417,2.691340862873525e-10,8.747185005773087e-10,False
IPMK,-0.8239939109670802,-6.518377797953852,2.694575060278031e-10,8.756277140773829e-10,False
GRID1,-1.2651621524816625,-6.517020896727235,2.71622287505981e-10,8.825193428123349e-10,True
LOC257358,-0.742393612485076,-6.51668019755546,2.72168508578422e-10,8.841507772192743e-10,False
CHI3L2,-2.0756788589459316,-6.516337760367123,2.7271860194579793e-10,8.857942603293778e-10,True
ZSCAN23,-1.4683764796179428,-6.516217953487044,2.7291131796040027e-10,8.862766318603863e-10,True
ITGA4,-1.267294414122464,-6.516071082191012,2.7314775087949703e-10,8.869007943536705e-10,True
TNFRSF10A,0.7916320057990838,6.515608001719272,2.7389453266883154e-10,8.891815705974858e-10,False
FLJ35220,-0.8081259764625628,-6.515395897851507,2.742372481809467e-10,8.901500446864142e-10,False
MAGOH,0.480929694695547,6.5141522597967345,2.7625518862517713e-10,8.965549582283589e-10,False
ITGAL,-1.6308373528910165,-6.512188601760559,2.7947113710340967e-10,9.068451689469758e-10,True
UCN,1.0470581357666722,6.511236105985867,2.8104427135124507e-10,9.11802207215609e-10,True
KCNJ12,-2.1674179089203447,-6.509760953215627,2.834977818901002e-10,9.196134164207261e-10,True
ISCU,-0.37011024219683186,-6.509389743279074,2.841184890814837e-10,9.214777913432139e-10,False
DHX33,0.6036910881801081,6.508535106250036,2.855526164473339e-10,9.259792915686632e-10,False
MRPL37,0.4443865853658515,6.507846632919256,2.867130746109466e-10,9.295920352440943e-10,False
SGPP2,-0.9725836090738458,-6.507674845102293,2.870033525010216e-10,9.303827352700863e-10,False
TRAF3IP3,-1.3430447723008685,-6.506968995405653,2.8819908862103665e-10,9.341079416184586e-10,True
FAIM,0.6657022343510146,6.506770374826164,2.8853643957302713e-10,9.350502042086948e-10,False
PSMB5,0.4250287992495245,6.504684612264215,2.9210251963428997e-10,9.464537037277818e-10,False
ZFP90,0.443781784069591,6.5034446480591495,2.9424297143176775e-10,9.5323502620891e-10,False
PSORS1C2,1.559382193416339,6.503115495779474,2.9481374035533146e-10,9.549298051897246e-10,True
CCR8,1.4196882312809123,6.50260457666551,2.9570185542394274e-10,9.576517850508887e-10,True
CTSL2,1.4141780317243722,6.501558873161523,2.9752776047097524e-10,9.634094957110875e-10,True
COX6A1,-0.5317031212689738,-6.499801291970333,3.006216238995886e-10,9.73270395476627e-10,False
EIF2S1,0.4524106515435786,6.498646012373152,3.026724249049852e-10,9.797517144567249e-10,False
ZNF793,-1.730500179089204,-6.4975355588392985,3.0465658518802973e-10,9.860152595673925e-10,True
RAI2,-1.5225665188470021,-6.497107750747434,3.0542439324794637e-10,9.883407173372053e-10,True
HECTD2,-1.0333000000000032,-6.496364843254706,3.0676223821328614e-10,9.925097428072272e-10,True
VAV1,-1.4563846750810185,-6.4958112119225495,3.0776296676574074e-10,9.955868802279931e-10,True
KCNJ9,-0.8812259167661607,-6.495519326211889,3.082918597494369e-10,9.971369233709e-10,False
HAT1,0.3698268207402311,6.4934942014982475,3.1198598963193037e-10,1.008922434212936e-09,False
ERH,0.5332818181818215,6.493283781308803,3.123723085702143e-10,1.0099453564343979e-09,False
MUC4,-2.7971945932116675,-6.493267049442525,3.1240304741177737e-10,1.0099453564343979e-09,True
CCDC141,-1.2426865938939113,-6.492508302044364,3.138000977469681e-10,1.0142982363093198e-09,True
CDK6,0.6916658366024233,6.491293617296017,3.160494150570587e-10,1.0214040573652526e-09,False
TMEM47,-1.3630755926999862,-6.4909184114509335,3.167474017226332e-10,1.023494827484093e-09,True
KLF10,-0.643588700324063,-6.488836814704339,3.2064729855068976e-10,1.0359294772705978e-09,False
SLC46A1,-0.9552909517311914,-6.487695536963058,3.2280544654320585e-10,1.0427338816161232e-09,False
TMPRSS5,1.9646461367900372,6.487369257244498,3.234250536973282e-10,1.0445670629238773e-09,True
XRN2,0.5771590056285181,6.486920539118392,3.242790778170225e-10,1.047156629124062e-09,False
RUNDC1,-0.3651166894081488,-6.486726855149535,3.246483904903096e-10,1.0481803911965712e-09,False
STAMBPL1,0.5804235630223467,6.485814242107462,3.263941016112725e-10,1.053647035470297e-09,False
COL5A1,1.4476083489680978,6.485251524731563,3.2747509290161133e-10,1.0569664540691093e-09,True
LOC283867,0.9651103104212875,6.4848542501566415,3.2824037921832475e-10,1.0592659912002915e-09,False
ARHGAP30,-1.3776996674057598,-6.483488603408127,3.3088448374960517e-10,1.0676269551302838e-09,True
ZNF354A,0.4975286201603266,6.483298112768774,3.3125495961199794e-10,1.0686503524087786e-09,False
CEP70,-0.8218321337199281,-6.481466894017879,3.3483722568646313e-10,1.0800332006135112e-09,False
DBR1,0.3422862271874543,6.480480638619358,3.3678227256590757e-10,1.086132308982861e-09,False
SPDYC,1.6801622974586383,6.479812313477459,3.3810660696732755e-10,1.0902279623182563e-09,True
RGS6,-1.6504030018761728,-6.479694810737538,3.3833997448937503e-10,1.0908050311162518e-09,True
AVEN,0.5127221985331651,6.478429952636857,3.408620839470833e-10,1.0987596114371415e-09,False
AP1G1,-0.3157262834726211,-6.47776738760821,3.421905795930085e-10,1.1028646714097124e-09,False
CDC42BPA,-0.7498609073852958,-6.475640701146955,3.4648915822139386e-10,1.116539315708606e-09,False
ZNF662,-1.848837728125531,-6.475138131217159,3.475126920773117e-10,1.119657637176619e-09,True
MAVS,-0.6836299675933848,-6.474461138607337,3.4889614426801185e-10,1.1239343979070755e-09,False
CLCNKA,-0.8606324322019444,-6.474407922045056,3.490051224225781e-10,1.1241048521401913e-09,False
TRDN,-0.7832201688555348,-6.474243298867803,3.4934245314173284e-10,1.1250106304997982e-09,False
ADAP2,-1.009463747228386,-6.473584074603295,3.506964821997977e-10,1.1291897331148135e-09,True
C17orf79,0.5709165444311655,6.472185154928072,3.535868993697472e-10,1.1383136371810262e-09,False
KCNIP3,-1.3463030104042302,-6.471516155982128,3.549774162049854e-10,1.1426067097302869e-09,True
GLI3,-1.7721034368070931,-6.469697303605753,3.5878507656112566e-10,1.1546774935875714e-09,True
GPATCH3,-0.41098695207232083,-6.469198388666609,3.5983650762912943e-10,1.1578754578661602e-09,False
C17orf70,0.42434143783046707,6.467730690797076,3.6294713826144875e-10,1.1676973880202259e-09,False
BFAR,0.3338206464267426,6.467455392637951,3.6353353384401165e-10,1.1693963346017061e-09,False
XYLT1,-0.8511798311444636,-6.467314466853388,3.6383407060255357e-10,1.1701753473822905e-09,False
INTU,0.7327318522940462,6.466666152657051,3.652198001657398e-10,1.1744437840133253e-09,False
EPS15,-0.31035852805731956,-6.466637198421588,3.65281808565308e-10,1.1744548206758218e-09,False
FAAH2,0.7244782960941496,6.4658677577266275,3.6693343126456515e-10,1.1795759655049755e-09,False
KBTBD12,-2.675179038035135,-6.465428341701817,3.6787993146261236e-10,1.1824290839732891e-09,True
MYL12A,-0.5115820484393581,-6.465191862378939,3.6839029751222225e-10,1.1838797026959538e-09,False
C17orf97,-1.0913953777929404,-6.4627049169153485,3.737998127139627e-10,1.2010715136081655e-09,True
SLC39A5,-2.159495531297969,-6.461724511340679,3.759536981318499e-10,1.2077986937259398e-09,True
AMPH,-1.4625909005628555,-6.4611340829366055,3.7725669706405666e-10,1.211790576118926e-09,True
AGFG1,0.308035493774506,6.460975662126597,3.7760706417626595e-10,1.2127217101928771e-09,False
IPO11,0.47358706293705666,6.4605320912960496,3.7858977415938945e-10,1.2156830512325045e-09,False
FAM50A,0.500689561657861,6.459903341863555,3.7998703703316473e-10,1.2199743943178466e-09,False
ZMYM1,0.46286820740235424,6.459757094035797,3.803127662263011e-10,1.2208246818503583e-09,False
KALRN,-0.7573925123656817,-6.459498066074673,3.808903561100327e-10,1.2224830542670332e-09,False
KIAA0895L,0.7069193501620319,6.4585661157193535,3.829755768635952e-10,1.2289789238340402e-09,False
FAM78A,-1.1685656404571043,-6.456914695546999,3.866981271463945e-10,1.2407261080629235e-09,True
PTGER2,-1.6268383677298273,-6.45634852585541,3.8798250895221415e-10,1.244647888718703e-09,True
ABCC6P2,-1.189575081016546,-6.456219634214266,3.882754896181793e-10,1.2453885085337539e-09,True
PITPNM1,-0.5579954886576797,-6.4546642884301075,3.918280620817397e-10,1.2565823168168397e-09,False
ALG11,0.8028773665359088,6.454145089612962,3.930210478320437e-10,1.2602066222665081e-09,False
ASTE1,-0.4864076155551782,-6.453353477174185,3.9484682896562117e-10,1.2658584778958592e-09,False
FAM184B,-1.9448686252771625,-6.45301880137414,3.95621227071031e-10,1.2681383857352793e-09,True
STARD8,-1.14668691796009,-6.452386838686225,3.9708757364733054e-10,1.2726352064624325e-09,True
FERMT3,-1.243483148558754,-6.45224768038578,3.974111787403633e-10,1.2734687763695515e-09,True
COBL,-0.818587966911144,-6.4518114736959165,3.9842723056893193e-10,1.2765206092852486e-09,False
SLC25A12,-0.5257490107453524,-6.450692458235611,4.010454060374378e-10,1.2847036892555724e-09,False
LFNG,0.7725180112570378,6.450314775955787,4.0193287670602466e-10,1.2873409229961334e-09,False
CHMP1A,-0.4008513218488794,-6.449676107817701,4.0343799079352025e-10,1.2919552332550841e-09,False
PITPNM2,-0.6308098328500815,-6.449446058574064,4.0398148803140057e-10,1.2934891145048835e-09,False
FGF13,-1.645856430155212,-6.446390321019648,4.1126921566614053e-10,1.316613088632623e-09,True
LRRK1,-0.6122797202797248,-6.445171133041304,4.142127396620376e-10,1.3258246216832461e-09,False
RPS4X,0.6514260617431447,6.443671697658289,4.178612120954047e-10,1.3372892741441123e-09,False
ATP6V0A1,-0.4461832253112714,-6.442966592878635,4.195877703385642e-10,1.3426005099406658e-09,False
PTPRS,-1.5552939109670838,-6.442930474552011,4.1967639974876093e-10,1.342669828460612e-09,True
FAM128A,0.6931436380692553,6.441888712188572,4.2224065710019736e-10,1.3506581325556728e-09,False
UBR7,-0.3877668429131855,-6.441270193444498,4.237703789115846e-10,1.3553351566720803e-09,False
B4GALT4,-0.48608886235714976,-6.440600173683301,4.2543360518881486e-10,1.360437605109368e-09,False
IQCC,0.5633154187276137,6.4394108919458235,4.284016021498265e-10,1.3697101137145626e-09,False
PHLPP1,-0.5889703820569689,-6.43933951509997,4.28580376136322e-10,1.3700632240965013e-09,False
UHRF2,0.4736710301893279,6.438342900920949,4.3108420015142163e-10,1.3778476347897345e-09,False
ZNF766,0.42518098243219704,6.438091178874339,4.317188745616074e-10,1.3796562695186848e-09,False
C4orf31,-1.7742887600204629,-6.437530317330171,4.331362885980187e-10,1.3839653524127927e-09,True
G2E3,0.5076136875319825,6.437247926972512,4.3385167402673306e-10,1.3860302842950921e-09,False
C6orf1,0.6345368412075727,6.43633462765245,4.3617329629251556e-10,1.3932252016353254e-09,False
LAIR2,1.6182384785945778,6.4340871232138515,4.419384887913492e-10,1.4114155304661597e-09,True
NARF,0.4161225822957544,6.43367581792158,4.430016080302778e-10,1.4145051019747349e-09,False
ZFAND6,-0.39964542896128563,-6.433657433457432,4.4304918568106647e-10,1.4145051019747349e-09,False
ASCL4,-0.41928030871567445,-6.433631026609715,4.431175334415616e-10,1.4145051019747349e-09,False
C22orf23,-0.7070047501279255,-6.433338509818881,4.438753345498162e-10,1.4166985765240075e-09,False
WDR86,-1.2126898260276322,-6.433037052170165,4.446576276087252e-10,1.4189695103541208e-09,True
DHDPSL,1.76522120075047,6.429880269901951,4.529312185934108e-10,1.4451417779754751e-09,True
ARF6,-0.4567879924953093,-6.429142384827989,4.5488679520498524e-10,1.4511503967955377e-09,False
ZNF844,-1.3250634316902614,-6.428948075113853,4.554031392091864e-10,1.452566487614411e-09,True
GSTP1,0.7352935101483826,6.428728396956322,4.5598758753126696e-10,1.4541993208210438e-09,False
SNX13,-0.45237098754903116,-6.426669831712046,4.6150020737059096e-10,1.4715456675859335e-09,False
TMCO1,-0.5693217465461426,-6.425869754962801,4.6366031585148203e-10,1.4781983356371783e-09,False
PLOD2,-1.0285332253112696,-6.425206590440809,4.6545828938290666e-10,1.4836945472380411e-09,True
NDUFS3,-0.44288868326795416,-6.425064630391475,4.658440592326652e-10,1.484688187508335e-09,False
AVPR2,-1.334606182841548,-6.424395294967394,4.676671747637882e-10,1.4902617377644553e-09,True
KCNN4,1.2998237847518332,6.42352132231717,4.700582087481769e-10,1.4976429501670027e-09,True
SPAG6,-0.6699671328671333,-6.4231427371750165,4.710976671362391e-10,1.5007162736068628e-09,False
NIF3L1,0.35160775200408523,6.423094654143045,4.712298470028954e-10,1.5008988772689522e-09,False
SLC25A39,0.5115774774006479,6.422318926041273,4.733673494904977e-10,1.5074674963920708e-09,False
NDUFA2,-0.5592069162544746,-6.422248220879226,4.735626481308317e-10,1.5078499436276283e-09,False
COL14A1,-1.707823494797891,-6.422216417645033,4.736505193602978e-10,1.50789026884312e-09,True
RANBP17,1.4085644124168537,6.42165242114044,4.752114801970022e-10,1.5126194916573892e-09,True
ALOXE3,1.4250054238444483,6.421510480976339,4.756051186153099e-10,1.5136321632122167e-09,True
CTAGE1,-0.6800079140371822,-6.420470144576615,4.785000272009405e-10,1.5226036415456051e-09,False
P2RX6,-1.1823111546989593,-6.418916330906991,4.828559690960198e-10,1.536220593521929e-09,True
SNURF,-2.046931408835069,-6.418861595615816,4.830101200981931e-10,1.5364672232220802e-09,True
LAG3,-1.5492137131161474,-6.4180398173265205,4.853303027269427e-10,1.5436028822454315e-09,True
LOC644538,-1.3276975353914375,-6.417643067571601,4.864543810972732e-10,1.546932647264128e-09,True
UBAC2,0.5036338990278022,6.416744743072633,4.890089708435798e-10,1.5548096837002497e-09,False
FH,-0.46868794985502227,-6.4165680138684955,4.895130865161744e-10,1.556165749904756e-09,False
NRIP2,-0.7783465717209577,-6.4148086374328726,4.945595296766426e-10,1.5719591899202099e-09,False
C18orf8,-0.5041451901756808,-6.414526635804549,4.953731275466489e-10,1.5742956423062784e-09,False
OR2S2,-0.22258545113423162,-6.41344133938478,4.985165576791865e-10,1.5840343869203945e-09,False
ZNF366,-1.3799241344021844,-6.412897607554613,5.00098755909457e-10,1.5888100231317717e-09,True
AZI2,-0.3338439706634837,-6.4125415477165895,5.011375162358447e-10,1.5918579215032775e-09,False
PAX5,-2.1914551850588437,-6.412326540074538,5.01765798320887e-10,1.5936011811078383e-09,True
TK1,0.7906674142930239,6.408025563915201,5.144973140588499e-10,1.6337775018815236e-09,False
LRSAM1,0.42664820910796664,6.406614877374895,5.187417171555672e-10,1.646994683922268e-09,False
RRN3,0.3595911734606805,6.406467134686625,5.191882187508418e-10,1.6481513277318518e-09,False
HSPA1L,-0.6582524475524494,-6.405675015985437,5.215885585935674e-10,1.655509039069341e-09,False
ZDHHC18,-0.4526355278867431,-6.405180703019513,5.230919735506686e-10,1.6600180547152432e-09,False
CIAO1,0.2590994542043319,6.404023450686965,5.266283020775475e-10,1.6709760178279517e-09,False
GPN1,0.3834792938768583,6.402086296980382,5.32600371438474e-10,1.6896578239464247e-09,False
MEGF9,-0.5863131502643721,-6.401666120751873,5.339044719995735e-10,1.6935270785621658e-09,False
RPL37,0.5746851100119343,6.401529751916412,5.343283922695755e-10,1.694603648371558e-09,False
OSTM1,-0.5272272471431005,-6.401288733131041,5.350784376211728e-10,1.696714008272104e-09,False
LPAR5,-0.7244080931263852,-6.401244076634966,5.352175209785902e-10,1.6968611076765111e-09,False
PGF,1.0814158962988278,6.401219496897569,5.352940900775028e-10,1.6968611076765111e-09,True
EPHB2,0.8997494371482198,6.401139774731208,5.355425089637927e-10,1.697380225217206e-09,False
REM1,-1.2309754733071805,-6.400951120572403,5.361308164874186e-10,1.6989762716252161e-09,True
PROM2,-2.1585165529592345,-6.39997215840135,5.391938441749767e-10,1.7084128596252028e-09,True
NHP2L1,0.4063325174825234,6.399821951046792,5.396653362592795e-10,1.709636592194431e-09,False
P4HA1,0.749546051509471,6.39943698717973,5.408755613372866e-10,1.7131998427824008e-09,False
FBXL14,-0.48919786798567166,-6.398929931688676,5.424736710816977e-10,1.717990381486027e-09,False
DHH,-1.1345915060549214,-6.397820367961515,5.45986897457321e-10,1.7288435398008979e-09,True
CYFIP1,-0.40965719768036735,-6.396946117145466,5.487707510041788e-10,1.7373841082636643e-09,False
EPN1,-0.4722817755415285,-6.396750686593996,5.493949555539775e-10,1.7390857055347723e-09,False
IPP,-0.4611624594917272,-6.396696799383519,5.495671935106041e-10,1.7393563109530566e-09,False
PARP1,0.46530672863721634,6.39508980715388,5.547279674623588e-10,1.7554128389552234e-09,False
MFI2,1.3514648047074855,6.394205881517341,5.575868708971823e-10,1.7641812784422447e-09,True
OLIG1,-0.8466267866280062,-6.392498469130152,5.631501515453966e-10,1.7815021360816034e-09,False
C7orf29,0.6797437148217682,6.390632785731293,5.692913447463644e-10,1.800645442840291e-09,False
AGAP1,-0.42904451645914143,-6.389320589392951,5.736499210796285e-10,1.8141452551492985e-09,False
ASB6,0.3170512024560832,6.388961269742806,5.748491270207429e-10,1.8176510009093037e-09,False
SLC14A2,-1.8106542384444835,-6.387611474899432,5.793759730322426e-10,1.831675852932271e-09,True
OGDHL,-2.337435007675249,-6.386865865272876,5.818915085780267e-10,1.8393386011334442e-09,True
SMAD5,0.44188802660753623,6.386615617148722,5.827381921246189e-10,1.841724582613274e-09,False
FERMT2,-1.4267539911308251,-6.385495402593841,5.86543124781882e-10,1.8534577859537799e-09,True
CD163,-2.01709217977145,-6.385096996847357,5.879022158921623e-10,1.8574597271726844e-09,True
DUSP3,-0.4345153846153842,-6.384398276568513,5.902932350373959e-10,1.864720239877074e-09,False
IL18RAP,-1.3436105747910632,-6.384104972870395,5.912997576148526e-10,1.8676055671357583e-09,True
C14orf4,-0.5576240491216033,-6.382022746965231,5.98493800052328e-10,1.890030034816377e-09,False
GEN1,0.5337304025243057,6.381687654127929,5.99659524287268e-10,1.893413143615705e-09,False
FCGR2C,-1.7147036329524097,-6.381628651210436,5.998650145225886e-10,1.8937637444777044e-09,True
PTPRC,-1.6333915572232662,-6.380814364457463,6.027080007528681e-10,1.902439454517476e-09,True
NDUFS4,-0.5121377110694212,-6.379650129359045,6.06795743239631e-10,1.915040870762569e-09,False
SLC22A18,-0.915668531468528,-6.376634546273265,6.175105174601054e-10,1.9485498701723504e-09,False
S100A5,1.2503023878560457,6.376501462303131,6.179876310576657e-10,1.949748544879024e-09,True
HIC1,-1.085758997100462,-6.376465520056005,6.181165480123269e-10,1.9498484562062863e-09,True
ABCC6,-1.3064591932457743,-6.376059110337643,6.1957608585084e-10,1.9541451189726827e-09,True
WDR18,0.5487350332594207,6.3756732218907874,6.209650518227576e-10,1.9582178812592464e-09,False
H19,2.4708948319972652,6.374817936561605,6.240544512439432e-10,1.967650848787712e-09,True
CLIP2,-0.5791107709363779,-6.374490322212434,6.252418221216863e-10,1.9710846750848758e-09,False
FYB,-1.4646250724884888,-6.374045286572002,6.268583099287368e-10,1.9758700069283404e-09,True
TMEM115,-0.3543350076752567,-6.373762668410809,6.278869800964798e-10,1.9788013126272274e-09,False
PGPEP1,-0.5898766245949183,-6.373640449519828,6.283323432208791e-10,1.9798936793302887e-09,False
ACTR10,-0.4074731280914232,-6.373159918051263,6.300863937513273e-10,1.9851087672398043e-09,False
TTC30A,-0.8259279379157478,-6.372574856624105,6.322284823821098e-10,1.991544551729977e-09,False
C9orf6,0.43885767525157426,6.372310151531945,6.331999922520183e-10,1.9942915244506704e-09,False
USP35,0.6075113679003978,6.371613104967838,6.357652691266085e-10,2.002056485941338e-09,False
NEUROG3,-1.861735579055091,-6.371425970910675,6.36455694117325e-10,2.003915933896414e-09,True
PCDHGA1,1.0950078713968954,6.371226735598811,6.371915739807271e-10,2.0059178926540395e-09,True
ANO2,-1.0130372761385003,-6.3710007436307245,6.380272895672683e-10,2.0082334624527046e-09,True
FAM162B,-1.0796146256182841,-6.3709089341852705,6.383671065754502e-10,2.008987676477441e-09,True
GPR182,-0.8072815793962135,-6.370647698249031,6.39334997615901e-10,2.011717938198182e-09,False
PGC,2.2265655892887586,6.3702615429916465,6.407683553939716e-10,2.0159117410401898e-09,True
