"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-4.2077694105691,2.61643146067416,-18.2862234025484,9.68820067241259e-32,1.67141814961874e-29,61.8365925824281,"SLC17A8"
1.20567764227642,9.95909213483146,18.2460252242289,1.12993168776546e-31,1.93312479581874e-29,61.6835195343212,"GTPBP4"
-3.22759359756098,4.11713146067416,-18.2160330191997,1.26752151173685e-31,2.15059641619483e-29,61.5691780168824,"PKNOX2"
2.68360264227642,5.41047528089888,18.2087593887292,1.30336176931312e-31,2.1891787155976e-29,61.5414311547816,"PRR7"
-3.32854786585366,3.49651348314607,-18.2042373032133,1.32615743750808e-31,2.1891787155976e-29,61.524177307578,"SLC17A7"
-1.9166237296748,9.74384943820225,-18.204020773347,1.32725898796495e-31,2.1891787155976e-29,61.5233510814159,"CITED2"
-3.54460614837398,3.97997303370787,-18.2029119320235,1.33291446395373e-31,2.1891787155976e-29,61.5191199156984,"ADHFE1"
-3.63751661585366,3.00807865168539,-18.1935157671101,1.3818242235657e-31,2.25149613569871e-29,61.4832593989712,"SCN11A"
-3.58332886178862,2.08993033707865,-18.190942423533,1.39553220020556e-31,2.25592724962364e-29,61.4734362788536,"STMN4"
-4.30728389227642,6.42103146067416,-18.1809813154661,1.44989953336732e-31,2.32550292343992e-29,61.435404280564,"SULT1A2"
-6.91011143292683,6.46909101123595,-18.1775212094822,1.46928037857272e-31,2.33831985830217e-29,61.4221905011426,"BMP3"
2.34484695121951,8.00571460674157,18.1671672654335,1.52884995348235e-31,2.41440688807635e-29,61.3826408703328,"TRIP13"
-1.76293226626016,10.088797752809,-18.0945733480483,2.02088511971679e-31,3.14590876530883e-29,61.104969539953,"SPPL2A"
-7.7250243394309,4.82490449438202,-18.0943402939756,2.02269828066617e-31,3.14590876530883e-29,61.1040770386594,"CLDN8"
1.86482220528455,8.70925168539326,18.0602764130669,2.30616274555284e-31,3.55981362151879e-29,60.9735526140824,"PUS7"
7.2058343495935,5.8831,18.0365498293612,2.52697230172981e-31,3.87154786227708e-29,60.882551562288,"MMP7"
-4.81579308943089,4.87142808988764,-18.0228463306576,2.66409341962457e-31,4.0513954003624e-29,60.8299606820127,"C16orf89"
-1.48880518292683,10.8730415730337,-17.9995560332346,2.9145829870918e-31,4.39973446507314e-29,60.7405233940248,"PINK1"
1.28472139227642,8.38402247191011,17.9913492706415,3.00839775048643e-31,4.50820480419609e-29,60.7089921796724,"ZMYND19"
-2.45857774390244,1.45131573033708,-17.9501084887299,3.52802242485986e-31,5.2485724914763e-29,60.550411865771,"GSG1L"
-5.22900457317073,6.8030797752809,-17.9305903972507,3.80462491948597e-31,5.61934889187388e-29,60.4752852225304,"LYVE1"
-5.12907367886179,2.88757752808989,-17.9057234694044,4.18895283734889e-31,6.12680596608621e-29,60.3795005732591,"DAO"
4.19393597560976,4.02343707865169,17.9038595232139,4.21929152216956e-31,6.12680596608621e-29,60.3723177017136,"DDN"
-5.3051462398374,4.03991460674157,-17.9027331501171,4.23773232919748e-31,6.12680596608621e-29,60.3679769158907,"SOX10"
2.36479669715447,9.28134719101124,17.9000903227231,4.28131996958642e-31,6.14653838990274e-29,60.3577914285785,"ANLN"
2.97607525406504,10.4283011235955,17.8898839111391,4.45393911819204e-31,6.34995625670019e-29,60.3184474868854,"SLC7A5"
-3.96558008130081,6.93612359550562,-17.8730760316503,4.75364133717222e-31,6.73050045876866e-29,60.2536272452384,"FAM107A"
-5.93940447154472,5.49241348314607,-17.8588911654422,5.02234742169621e-31,7.06224606626187e-29,60.1988948739444,"PI16"
1.47358089430894,9.77944269662921,17.8506722509179,5.18499495629661e-31,7.24135690154893e-29,60.167170473083,"NOP2"
-3.34997337398374,2.53870449438202,-17.8405285348954,5.3930760350793e-31,7.48107101352555e-29,60.1280046618452,"MAB21L1"
-4.05442479674797,8.88708539325843,-17.8291501629188,5.63652297879823e-31,7.76629642649179e-29,60.0840561894265,"C2orf88"
3.24876910569106,5.45974269662921,17.8110363794754,6.04715256387803e-31,8.27653614242773e-29,60.0140585660483,"GLS2"
2.22046834349594,8.81837303370786,17.8024520394567,6.25216209907883e-31,8.50045615192638e-29,59.9808712965073,"PPM1H"
-3.35865477642277,3.91626629213483,-17.7011651447149,9.27199688095283e-31,1.25232957872343e-28,59.5885864203122,"BAALC"
