gene,log2FC,FDR_per_contrast
PACSIN1,-1.8494071294559091,1.966835543562474e-17
DARC,-3.3407104127579714,1.9998672396638918e-17
KIAA1908,-1.23737166126556,2.0232359867555645e-17
KBTBD11,-1.3275235203820586,2.0663689635897518e-17
ITLN1,-5.852966297117512,2.0841323083125888e-17
KLK7,4.2422887685485255,2.1328450644070338e-17
B3GNT6,-4.827763244073001,2.147373066735148e-17
DNAH5,2.0431096281766994,2.1791765901527602e-17
SLC1A1,-2.131231434419236,2.2298575984306705e-17
GRRP1,-1.48634539484905,2.3303069769691402e-17
PIK3CG,-2.419263141736317,2.337653883491175e-17
PITX1,1.240215938939107,2.3510586852547932e-17
FLJ40330,-2.6481441241685144,2.4056636306310024e-17
PID1,-2.3322775967934533,2.484644453248528e-17
PTPRCAP,-2.0209539314344163,2.5690588922121305e-17
KIAA0495,-1.828509227358011,2.757778570946789e-17
KCNH8,2.188782619819204,2.758616185948176e-17
CCBL1,1.0411638410370108,2.788510236514793e-17
DNAJB5,-1.8535507078287576,2.8158362268649367e-17
LRRTM2,-1.4817157598499082,2.8268342283353747e-17
METRNL,-1.159172821081354,2.9523135929340675e-17
COLEC11,-1.8494516203308888,2.961177493264904e-17
CHRNA3,-2.788523204843933,3.033215311921889e-17
TSPAN11,-1.9738467678662757,3.0543638225012825e-17
GCOM1,-1.4042950196145298,3.1000833131021267e-17
TUSC5,-3.0879378901586207,3.1094952072429506e-17
TMEM155,-1.480179268292682,3.1327555948251094e-17
HBA2,-2.605846290295069,3.2109055305307706e-17
RELL2,1.820726309056796,3.2200256154107e-17
DOLPP1,-1.028167030530449,3.2749729892917e-17
DSEL,-1.886786517141397,3.318331867893377e-17
ZP3,1.4073616066859964,3.38724020289076e-17
GLOD5,-1.7634053044516396,3.4021631757564574e-17
GNAI1,-1.6283426999829436,3.477741948476894e-17
P2RY8,-1.8322931434419232,3.5449194653074016e-17
ZNF727,-1.5262600801637392,3.5527231687378044e-17
SKA1,1.208573145147538,3.5741679311286905e-17
CSMD1,-1.497363133208255,3.6782825234398345e-17
C3orf66,-1.3764992836431862,3.779164690812087e-17
ARHGAP11A,1.05886134231622,3.7976053399710763e-17
MSL3L2,1.153895121951221,3.851116260327414e-17
PRKAA2,-3.379547202797205,3.894760556261923e-17
MPP2,-1.7501364659730498,3.9293439000408946e-17
FILIP1,-2.074986329524135,4.067518023477975e-17
LRRN3,-1.902899548012964,4.075851145904427e-17
FOXA2,1.5513024646085585,4.0993344623283126e-17
NPAS3,-2.0012731792597647,4.1652967237386594e-17
LOC154822,-1.6993482432201954,4.199750680903937e-17
FAS,-1.422436807095341,4.201241425101682e-17
WNT9A,-1.956990039229063,4.488648449818784e-17
ZFR2,-1.1220174569333112,4.534170575284224e-17
GOLGA7B,2.0296273921200685,4.588540371411979e-17
DIXDC1,-1.2317126300528791,4.623814290548793e-17
TMIGD2,-1.932755082722156,4.667009236492188e-17
LRRC55,-1.9464438597987368,4.80058166011657e-17
RAB9B,-1.7131834470407634,4.832857099962456e-17
TACR1,-2.4059546563192917,4.959821215439434e-17
ZNF542,-1.7918518591164905,4.975075329827431e-17
ZNF396,-1.1210227358007847,5.616555355893845e-17
TMPRSS3,2.579308493945075,5.623601763429927e-17
SPNS3,1.5110552021149557,5.665765997076832e-17
ADAM6,-3.8421965205526174,5.818347534886636e-17
ACOT2,-1.0250051935868951,5.843592997130637e-17
TBX15,2.010965504008187,5.911414269083615e-17
CCDC74A,1.2737424697253976,6.042806968239555e-17
PTPRR,-2.423482432201949,6.123977935565676e-17
ZNF568,-1.750498285860476,6.194184264368646e-17
CST2,2.720537659901075,6.354145692565e-17
TXLNG,1.0173478168173302,6.457980320323122e-17
FOXP2,-3.0910277332423672,6.501290457909646e-17
C16orf54,-2.347816305645571,6.69346507540693e-17
GCK,-1.2695293876854852,6.694621997422881e-17
SHISA2,2.314732338393313,6.831766831569598e-17
TMEM74,-1.5388803342998465,6.95951992515933e-17
CCDC64,1.0287751918812909,7.080646435949e-17
CKMT1B,-1.3622066007163678,7.194945154763462e-17
CCDC148,1.6383363209960764,7.231713449350814e-17
TPSAB1,-2.6132846836090726,7.352084787058408e-17
B2M,-1.13381347433055,7.411608961067629e-17
NRG1,-2.3542817073170728,7.441516068711054e-17
MRGPRF,-2.28553207402354,7.594243465598375e-17
NCRNA00087,-1.5010168684973553,7.765270003695548e-17
RGL1,-1.4470669452498708,8.090913858591458e-17
BIN2,-1.3103929984649492,8.486578659437094e-17
PKIG,-1.0399152225822927,8.5248319602751e-17
FKBP1B,-2.0874193160498047,8.598123626830842e-17
TMEM45B,-1.371454843936549,8.605090424347872e-17
DNAJB4,-1.1108417363124683,8.714640992243599e-17
C14orf159,-1.133065751321853,8.762684302187172e-17
CHST5,-3.7639036926488094,8.764572919741614e-17
WBSCR26,-1.92923877707658,8.827014615404104e-17
TMTC1,-1.983314139519014,8.83586002113907e-17
PTTG3P,1.2320280743646603,9.089775165570031e-17
SNHG12,1.1782981323554615,9.16671943302108e-17
MEP1A,-3.2697221388367748,9.2585402926161e-17
CIDEC,-2.926480138154531,9.309992253080246e-17
ATP8A1,-1.521747978850419,9.439124389867716e-17
C20orf194,-2.004441019955657,9.773852101200028e-17
SERPINE1,2.276961325260101,1.0344338557218267e-16
DEFB1,-2.8523473307180627,1.034658543679786e-16
GSTM2P1,-1.087999283643186,1.0455643585698087e-16
SLC31A2,-1.224991625447723,1.0566167004709017e-16
ZC3H12C,-1.838825814429473,1.061132113060022e-16
YPEL4,-1.7307571891523104,1.100622424217088e-16
KDELC1,1.1810812553300352,1.1175012768019695e-16
RERG,-2.3262019188128926,1.1618736169334355e-16
SGCE,-1.883181596452327,1.1623423452182989e-16
WBSCR28,1.434865623400989,1.1856960216228692e-16
CALB2,-3.4779347262493614,1.208977315507891e-16
GINS2,1.1021438853829046,1.2124278313570922e-16
ODZ1,-2.1639289015862198,1.2563285047559234e-16
MFSD7,-1.7972415145829794,1.2615333437626258e-16
OLR1,2.7641846153846177,1.2757800182954338e-16
SNHG11,1.0463869861845412,1.3209905141324835e-16
TMC4,-1.025598430837464,1.3734860081413454e-16
HCN4,-1.3375447808289285,1.4179905845580426e-16
EFNA3,1.5988582636875366,1.4234698468981667e-16
SLC16A9,-2.572221610097224,1.4334220679946455e-16
IQGAP2,-1.924593919495134,1.4418460040350042e-16
CYP3A4,-2.9254564983796687,1.4663356772540187e-16
RTKN2,1.0745369776564848,1.4959859016009776e-16
RNF125,-1.6816443288418972,1.5062430852370786e-16
GLDN,-2.0503157769060207,1.509081539049161e-16
TNFAIP8L3,-1.7965848541702236,1.5402775195633858e-16
CDC20,1.0529478338734464,1.5410582840560994e-16
LRCH2,-2.0839591164932645,1.5441295625744923e-16
PTPLAD2,-1.660679029507075,1.5731577596606284e-16
NEFH,-1.8374202370799928,1.596280389682497e-16
DLG2,-2.2192412416851437,1.5966253120167108e-16
C14orf64,-2.222070876684292,1.6002221114498595e-16
DNASE1L2,1.6431894763772814,1.6067700338556002e-16
GALNTL2,-2.401298678151119,1.6116639930468974e-16
TMEM56,-1.771260583319128,1.6248994573390835e-16
TACSTD2,3.3114551083063333,1.6263009831483612e-16
TUB,-2.174698285860484,1.634450623159425e-16
ANXA9,1.5923534794473833,1.6633548608010362e-16
EPHX1,-1.154236150434933,1.6888851227296242e-16
ZNF677,-1.654118147705954,1.7083179309040882e-16
LOC158376,-1.140966339757803,1.7083179309040882e-16
DENND1B,-1.050372377622378,1.7207084733687764e-16
FOXD2,-1.5966329609415002,1.732796019874078e-16
C13orf23,1.0927115214054286,1.7506248837790955e-16
CKB,-2.779492810847696,1.7902020037049376e-16
LOC400043,-1.768490678833358,1.7904738146075018e-16
KL,-2.1430684632440733,1.8507663162905531e-16
CHRNA1,-2.030244524987209,1.8570714549495382e-16
LSP1,-1.7089976718403594,1.907432880685724e-16
C1orf21,-1.290644448234703,1.9200628184088112e-16
RTN1,-2.286891352549892,1.9262642625518867e-16
PP14571,-1.9180337540508277,1.9657685642265471e-16
ALDH6A1,-1.1152071465120257,2.0542882643774663e-16
TPM1,-1.1568297885041758,2.0576989820168614e-16
STAC2,-1.6206184120757303,2.1263787245998622e-16
GSTM2,-1.994428398430836,2.173795409335625e-16
CXCR5,-2.7300350673716505,2.1926330630204516e-16
KRT7,2.620183148558753,2.1972597651998487e-16
SLC5A10,-1.0675369350162027,2.2223922403931644e-16
SYTL2,-1.2797167235203908,2.2441289099269537e-16
LOC643008,-1.73288111035306,2.274060124802681e-16
KCNJ16,-1.923729268292684,2.2803831277457464e-16
KITLG,-1.210833412928535,2.314298277665082e-16
CORIN,2.4949452413440256,2.3174918298094997e-16
AHRR,-1.6618634487463746,2.348755093134417e-16
KCNT2,-1.729087753709706,2.364714712135835e-16
GPIHBP1,-2.213911538461537,2.373939182013712e-16
EFHA2,-1.6999142077434768,2.374584230117032e-16
RGAG4,-1.828321942691452,2.3773592475645343e-16
ZNF781,-1.4177459406447208,2.4221254076098096e-16
C13orf30,-1.4527179515606343,2.4527998352380914e-16
C19orf35,-1.340440158621865,2.473728249273965e-16
SRPX2,2.4578503667064613,2.607471640627712e-16
SCARA3,-1.9014821337199423,2.637566953842321e-16
LIPH,-1.4061422991642465,2.7845249458529583e-16
IFITM1,1.4712431946102509,2.833855392135132e-16
TNFSF9,2.526034402183184,2.8604895703124167e-16
LEPREL1,-2.213159815793963,2.880964675881516e-16
ADCY2,-2.1709333532321358,2.961354649120641e-16
MFNG,-1.2986355023025735,3.0903796018308526e-16
EBI3,-1.9064063192904657,3.0983833529146323e-16
CMAH,-2.055232261640797,3.2067332947302843e-16
C20orf160,-1.3561045966228915,3.2076093379472993e-16
NDRG1,-1.3775458468360853,3.2365625813247155e-16
COLEC12,-2.5733672352038184,3.2830751337193196e-16
ADORA2A,-1.2896265478424072,3.2834572399513585e-16
BHMT2,-2.27044785092956,3.41550874592293e-16
DPEP2,-2.0493570612314564,3.448131230556165e-16
KRTAP5-1,1.6420582551594762,3.501095583964114e-16
PHLDA2,1.2979123656830964,3.5165528865866893e-16
SLC6A16,-1.51754828586048,3.694119514678094e-16
PKP1,2.91595231963159,3.6963242411825764e-16
ISX,-3.295250255841728,3.784071264623156e-16
UTS2D,-1.3332420262664164,3.791145534459275e-16
SPEG,-3.0236813406106062,3.8052870280135964e-16
JAZF1,-1.3932223520382072,3.83411745075561e-16
PITPNM3,-1.651859551424188,3.866384971629747e-16
SERPINA4,2.932988580931261,3.914977842522166e-16
HHIP,-2.5433049718574154,3.928521854987407e-16
LEPR,-1.419346008869181,4.133883697234042e-16
FZD3,1.370852950707829,4.24809511620694e-16
SPOCD1,1.983709508783897,4.3661045841724597e-16
CLDN14,2.2452096111205875,4.4086484924358444e-16
C5orf52,-1.6646372334982087,4.4367610205752723e-16
CLIP3,-1.7825857325601229,4.605392725324608e-16
IBSP,3.0377986355108293,4.637103249556277e-16
TP73,2.134259014156574,4.856715964457931e-16
SLC22A4,-1.601661248507594,4.857109536283889e-16
FAM123C,-2.190624151458298,4.919879849191046e-16
SCN1B,-1.5904611120586782,4.944565661712837e-16
SNHG7,1.1020514924100269,5.078529886071345e-16
TBC1D9,-1.6584994712604484,5.162501765808643e-16
FABP1,-4.268526360225142,5.38900530544692e-16
UCHL1,-2.8081071038717385,5.590639866139593e-16
FITM1,-1.103487821934162,5.643719798715112e-16
HES6,1.4829624168514322,5.664610570512516e-16
TCEA3,-1.874170382056974,5.700796248449113e-16
LOC96610,-2.9378245608050424,5.713933384287719e-16
C15orf34,-1.0738903888794105,5.732933271837543e-16
RADIL,-2.0985705782022843,5.816318433772266e-16
C10orf128,-2.0219370714651186,5.890238876452058e-16
FAM189A1,-3.6140065836602417,5.996557612332277e-16
TCN1,4.565904818352376,6.004991801273011e-16
TIFAB,-1.9561265819546303,6.034189920596228e-16
ST8SIA1,-1.9468636022514063,6.134187640968585e-16
C8orf73,1.75855245608051,6.278972234246243e-16
PLS3,1.1676711069418424,6.416789226616221e-16
FERMT1,1.249718105065666,6.432139805655769e-16
PCSK1N,-3.549812920006824,6.69384014391377e-16
IKZF1,-2.0811377878219397,6.773434540110868e-16
C8orf51,1.61838046222071,6.912509723046736e-16
POLE2,1.164756720109156,6.954387635023227e-16
COL28A1,-2.340811112058675,7.044829942390054e-16
GYPE,-1.2539519358690114,7.095008725705077e-16
HK2,-1.1640895275456256,7.134569201242843e-16
IRAK2,1.494949982943881,7.340491502482431e-16
CRAT,-1.3676785007675267,7.433706318798284e-16
FAM46B,-2.084800315538124,7.492019075598722e-16
ZNF626,-1.734200170561147,7.551819917276525e-16
PLIN1,-2.8798967678662795,7.705041177773617e-16
TMEM156,-1.8897640627664976,8.069174377756439e-16
PLIN4,-3.765215086133376,8.117574428549364e-16
ITIH5,-2.068457581442948,8.264461864677718e-16
ZNF471,-2.126161197339244,8.399055706962864e-16
EXTL1,-1.5838809397919171,8.502109172945619e-16
TREH,-2.586146921371313,8.592394852356591e-16
GZMM,-2.1033452413440217,8.648992093030674e-16
NPY5R,-1.6755489339928364,8.706145670047996e-16
NAT2,-2.34351876172608,8.756642834987432e-16
RIMS3,-1.9332179430325749,8.791689270300387e-16
NGFR,-2.6780911137642853,9.00120482405647e-16
FAM92A1,1.5599411819887443,9.0450688775405e-16
PELI2,-1.5877293962135433,9.05716157098841e-16
SLAMF7,-2.5485404144635853,9.342386422553648e-16
C12orf70,1.1847931349138674,9.403071039751251e-16
ZNF415,-2.123925626812211,9.529393053049202e-16
MYH15,-1.7422283131502652,9.530423497424878e-16
ZNF251,1.0700000170561177,1.0011416819856937e-15
ST6GALNAC3,-1.624313482858609,1.0011416819856937e-15
CCL15,-1.4210813917789498,1.0090926001937605e-15
GABRB3,-3.2730597134572736,1.0290717195311124e-15
MEIS1,-2.0087275626812247,1.0290717195311124e-15
LRRC31,-1.9570223179259827,1.0379966519318077e-15
SSPN,-1.72722408323384,1.0493227400453963e-15
FIGN,-1.7865919324577857,1.0521139409375984e-15
DAND5,-1.6052009551424182,1.0681239424579101e-15
KCTD8,-1.3429448746375576,1.080897291477205e-15
RAB15,1.141414071294566,1.081344890322433e-15
SIGLEC1,-2.538617115811019,1.0853225275768772e-15
ZNF98,-1.2919946187958389,1.1504337010278877e-15
TNS1,-2.2795826454033765,1.1713616614936725e-15
CXCL11,2.977446486440387,1.2067819433752661e-15
LIPG,1.2800667576326097,1.2290832690455158e-15
TCP11L2,-1.2342927937915755,1.2648461731448758e-15
NAP1L3,-2.027107828756609,1.2724339583818253e-15
PARK2,-1.7047701006310811,1.2809529993986654e-15
KIAA0748,-2.017491506054921,1.2969373386776277e-15
BARX2,-2.9044595855364195,1.3234784954662409e-15
LGALS9,-1.02012508954461,1.3266991588099513e-15
MMP13,3.135812084257207,1.3460791799688334e-15
ESR1,-1.8688717294900237,1.390465945878262e-15
CMBL,-2.190256361930759,1.418698278194836e-15
ADRA2A,-2.4392798908408686,1.4280078748900644e-15
SLC13A2,-3.8925538461538434,1.4517463339520242e-15
FOXS1,1.5142328927170323,1.4830994404173957e-15
FAM22A,-1.2772674569333118,1.4892051576673001e-15
ABCA10,-1.8465095087838976,1.4965871825810032e-15
PVRL4,1.7922658536585423,1.5123682544410545e-15
FLI1,-1.569691275797374,1.5139133913503137e-15
CLDN16,1.693911922224118,1.5139133913503137e-15
AP3B2,-2.378680666894082,1.5245579420334026e-15
IL6ST,-1.4883600375234494,1.5666557410181872e-15
SERPINB5,3.2089643697765675,1.569689122611633e-15
RECK,-1.4856255159474712,1.569689122611633e-15
CPA3,-2.93577446699642,1.6286716485040446e-15
COX7A1,-1.6331053129797055,1.7063220378626785e-15
PER3,-1.6888127665017931,1.7101148861952061e-15
DUSP10,1.2039239638410295,1.7131229239011779e-15
BFSP2,-1.3574032406617773,1.78870165555446e-15
CD1C,-2.209675933822279,1.7914701296053765e-15
CD19,-2.9015487890158584,1.8310383419914002e-15
CLIC2,-1.620674893399289,1.89150404531424e-15
MATN2,-2.0776781596452327,1.931481771890084e-15
IRX6,-1.2631426232304284,1.948212658479102e-15
ATP8A2,-1.337901270680539,1.955876706275323e-15
C5orf4,-1.914195625106592,2.004441018136094e-15
TWIST2,-1.9503069418386476,2.024041747554206e-15
NEO1,-1.1823480811871043,2.0274945927268e-15
MAGI2,-1.2662642759679388,2.046930547798752e-15
IGF1,-2.6439581016544453,2.0882411764736915e-15
FBLN1,-2.2664336943544203,2.1079131813228178e-15
HBA1,-3.732335425550061,2.2104072848921856e-15
PLCD4,-1.0650037779293902,2.243476492978708e-15
BCL2L15,-1.5768736056626338,2.2961442988397263e-15
ROS1,-2.26427180624254,2.310893717501689e-15
CEP250,1.003141582807432,2.318714034548529e-15
LRRC46,1.208430325771788,2.322422383321339e-15
LOXL2,1.4917095855364213,2.3506867274731485e-15
FOXI2,-1.1621529251236558,2.3765506969835207e-15
HVCN1,-1.478441292853491,2.414942547143451e-15
TMPRSS13,2.687349744158284,2.438420031448791e-15
FZD1,-1.0870843680709577,2.4580294248849438e-15
RPL22L1,1.7186705440900578,2.5472203047829504e-15
APBB1,-1.7488812126897484,2.577441990752733e-15
APLP1,-2.0377029592358844,2.618158525327068e-15
TM4SF19,2.133639493433396,2.6505336349581882e-15
TTC28,-1.5981171243390715,2.729671842682954e-15
ZNF491,-1.088802242879075,2.7410703733516082e-15
C1QA,-1.887665904826877,2.8257086574086666e-15
LIX1,-1.578735587583149,2.832167818854393e-15
POPDC2,-2.1454151799420096,2.832167818854393e-15
LTK,-2.884186022514073,2.856960553999483e-15
LOC100130015,1.350930163738698,2.8822949849739917e-15
ZEB2,-1.7407835067371735,2.904291543898905e-15
P2RY2,-1.2499381118881103,2.990503819464817e-15
DUSP2,1.341200562851788,3.0592947981611293e-15
C14orf129,-1.1102784666553092,3.071718015670528e-15
LOC100240735,-1.2172943032577186,3.1092636569675904e-15
MAOB,-2.7374882483370278,3.1249858947286656e-15
RYR1,-1.9097542469725384,3.2941217556846047e-15
KLK8,3.837077562681219,3.3197302055387e-15
PGCP,-1.4136836772983132,3.321837764255532e-15
FAM46A,-1.2100714651202455,3.3275051510160016e-15
ARHGAP11B,1.1497652225823003,3.335655629179016e-15
CMKLR1,-1.9674978424014995,3.386482826844756e-15
IL20RA,1.2200440559440544,3.4047164616606402e-15
FAM156A,1.047002004093466,3.4235341866783164e-15
RTN4R,1.134336414804709,3.473450454850409e-15
DACH2,-1.214369870373529,3.477019758338382e-15
CYSLTR2,-1.8121458638922063,3.4791195882354417e-15
NOS1,-2.2121163056455755,3.5367282874691588e-15
LOC84931,1.7699987207914036,3.620652744420119e-15
RHOF,-2.076803172437323,3.683391159504097e-15
EID3,-1.046245701859116,3.696043279751484e-15
THSD1P1,1.3189358690090422,3.831650308212699e-15
DCN,-2.200645360736837,3.919354424172105e-15
ADAMTSL4,-1.7263167235203785,4.0751153551176135e-15
HRC,-1.3465110523622732,4.1374769027142914e-15
DUSP4,2.6091377878219357,4.147554699776915e-15
ELOVL4,-1.560179677639435,4.175297721062376e-15
PTPRN,-2.659033182670988,4.181705404814936e-15
RFPL1S,-1.4139018505884369,4.333231032682777e-15
GIMAP4,-1.549193356643352,4.362174022225453e-15
SHROOM4,1.6640613593723286,4.492708485757091e-15
GAS5,1.0863618881118915,4.519425791996524e-15
KNG1,-2.604052967763942,4.575265718646461e-15
RBM24,-2.1003616663823994,4.70482138818095e-15
TNNI3K,-1.6192853487975432,4.825881376600587e-15
NEURL,-2.7774345898004453,4.879751117913948e-15
GSTM4,-1.0850508783898931,5.0224843642202926e-15
HIST1H3E,-1.3689706720109136,5.102049086762989e-15
LOC134466,-1.6385060719768043,5.102049086762989e-15
CNGA1,-2.0575533003581787,5.1126328733431285e-15
CHAC1,1.3919736909432068,5.1838369961527135e-15
PDLIM3,-2.1125854937745085,5.385341430905879e-15
CDK20,-1.3623081442947331,5.399254669416863e-15
C3orf70,-1.72136058331912,5.605391405878958e-15
CCL19,-3.401502183182666,5.610930576780595e-15
SMYD1,-2.7712077008357525,5.809822321811532e-15
C1orf182,1.2628565495480126,5.964419152099566e-15
VASH2,1.4150469981238265,5.9732530217975616e-15
INHBE,1.402827588265394,6.0282974231760804e-15
CD22,-2.8170178236397776,6.030066647831381e-15
C6,-2.182268454716016,6.370434453121572e-15
PAX9,2.5144985758144247,6.5422742979410586e-15
MAP6,-1.9438750554323745,6.658281726797765e-15
FAM134B,-1.4290950963670497,6.8466094787886216e-15
GPR26,-1.0079959577008362,7.015904846894446e-15
DRD5,-2.3015182329865267,7.0459694176232304e-15
ANTXR2,-1.1204835664335704,7.066725877134629e-15
COL1A1,2.275942350332592,7.107633350629551e-15
BTK,-2.095064531809655,7.241981879548367e-15
CLEC4GP1,-1.1351929814088355,7.376525069510875e-15
PPP1R3C,-2.197412416851442,7.5553190022001e-15
ASB9,1.764362621524823,7.660150455188652e-15
GEFT,-1.9391238700324065,7.733468725483441e-15
MS4A6A,-1.8714464523281575,7.829040960831532e-15
HIPK4,-1.0673472880777777,7.896576804599429e-15
SGK2,-2.262324304963334,8.305147544601277e-15
MS4A4A,-2.1776338052191724,8.527079746125946e-15
B9D1,1.0689647108988645,8.577240644081823e-15
ANKRD43,-1.643742392972877,8.63406030252537e-15
LZTS1,1.5721498464949626,8.858246672415787e-15
P2RY13,-2.091372897833871,8.892157656282056e-15
LRRC26,-2.886899982943885,8.941172063370698e-15
GPRASP1,-1.635549283643189,9.018535901711296e-15
DKK4,3.3375073426573434,9.081531719607e-15
GAS7,-1.84346689408153,9.271361741152316e-15
?|155060,1.2054078031724336,9.493727721693746e-15
HMGCS2,-3.877007794644381,9.797861345930711e-15
MAP2K6,-1.1398851526522191,1.0094554847678035e-14
TMEM61,-2.367259943714826,1.0890908858173884e-14
SLC38A4,-3.0227142759679357,1.1215788368686526e-14
MGC29506,-3.2151760958553623,1.1302142991036374e-14
ADAMTS1,-1.7050266842913206,1.1595266980716004e-14
HES5,-1.853318267098756,1.1627247425189078e-14
SNCA,-2.13955853658537,1.1840927792007296e-14
SV2B,-2.287632133719941,1.1852418628099342e-14
PRELP,-3.022148345556883,1.2011472975435361e-14
GPR17,-1.8369450281425883,1.2101734444699278e-14
CYP4F12,-1.882678543407816,1.2226437260850822e-14
EVI2B,-1.8343275456251096,1.2354633369944252e-14
ITGB7,-1.7634429387685469,1.2512849400495835e-14
ZNF582,-1.6129599607709353,1.2537563175557372e-14
SRL,-1.704587062937064,1.2562932873591566e-14
ARID3A,1.5851204332253035,1.283884992572519e-14
MS4A1,-3.4214403803513584,1.3255657478213264e-14
PHYHD1,-2.005581033600545,1.3284481344963749e-14
ZNF37B,1.083728568991984,1.3384826854666034e-14
A2BP1,-2.3208378901586237,1.3384826854666034e-14
NDRG4,-1.5563140968787277,1.37478113493205e-14
RGS2,-1.7552009039740817,1.3825894939624231e-14
WBSCR17,-2.011016817329013,1.4036129810005418e-14
CASQ1,-1.6164214224799596,1.4133092739680638e-14
PILRB,1.3262925976462585,1.4396506443983033e-14
COL4A1,1.446466450622541,1.4435800755138592e-14
CHRNB4,-1.7345027033941676,1.4996332947044304e-14
FAM19A4,-1.2355686082210473,1.5013322118156623e-14
DUSP5P,1.764917397236909,1.5278854036773458e-14
ENPP2,-2.063912416851446,1.5428100150189582e-14
GSDMA,2.279564693842748,1.571153206881693e-14
HDC,-2.119698806071977,1.578581895798044e-14
FCRL1,-2.4150201603274777,1.6423781323816984e-14
FGF9,-2.194965759849907,1.6519656189453902e-14
CLCN5,1.0268303598840296,1.6549011192570042e-14
POU2F2,-1.7616912672693106,1.658091439668147e-14
ZNF860,1.076149889135257,1.6797679868618693e-14
LGALS9B,-2.993103385638748,1.6951918802681327e-14
EBF1,-1.5797032150776076,1.7082226363119943e-14
TEX101,-1.4258529592358866,1.723705920060402e-14
PLEKHG6,-1.0730744243561323,1.7241459259397036e-14
A2M,-1.4910165955995165,1.7381595648953733e-14
VIPR2,-2.323990422991639,1.7729058741501243e-14
JAM3,-1.3440775712092805,1.8324897048547364e-14
TNFSF12,-1.2693064642674423,1.8401148613831004e-14
COL12A1,1.8859945164591547,1.856855183979353e-14
POU2AF1,-2.867276786628005,1.9310834825727095e-14
ZNF625,-1.5115946784922407,1.9795156170003368e-14
HECW2,1.415928082892723,2.0063484176036033e-14
CCNA1,-1.113440602080846,2.0191508050598163e-14
ABHD8,-1.0789895275456258,2.0193822129825152e-14
IL10RA,-1.8062294644380052,2.0298592009549083e-14
C1QC,-1.8807776479618037,2.0350065271572082e-14
LOC283392,-1.316567260787993,2.0478162345771875e-14
ARHGEF6,-1.577798550230261,2.1118487831192636e-14
MS4A7,-1.922986986184549,2.1157739598590285e-14
C17orf73,-2.0555454374893447,2.1515307410286972e-14
FLNC,-2.444335024731368,2.1922255156192052e-14
DOCK10,-1.8247513133208209,2.2099900103005703e-14
HSD17B7P2,1.0927997441582784,2.2195674223867708e-14
MOSC2,-1.3170547160156971,2.2238599867016982e-14
MT1L,-2.120322249701517,2.2335331596334902e-14
MYEOV,2.503852396384099,2.234636806580085e-14
GP2,-3.7599695121951218,2.2713419874582976e-14
RFX6,-2.3848978424015,2.275393601198792e-14
C17orf44,-1.135231997271024,2.280075793446796e-14
KCNH1,-1.3955683523793292,2.3163657845218265e-14
SERPINA5,-1.9599006566604096,2.3781045806177092e-14
CDCA2,1.1901622974586434,2.4291420297205293e-14
FADS6,-2.7877062595940645,2.434480617742947e-14
TMEM132B,-1.7219734095173127,2.4567781028870503e-14
D4S234E,-2.1701251492410005,2.4818023728642957e-14
TAS2R38,1.6203632270168848,2.4998945508380667e-14
RGS18,-1.7948202200238814,2.5175950502395723e-14
NCF1B,-2.017631008016373,2.5779990365649484e-14
TAGAP,-1.8611201859116464,2.5805023794252627e-14
C13orf27,1.2004347944738143,2.5972807249830543e-14
YY2,1.056490158621867,2.6611834527911528e-14
NAT8B,-2.628905014497694,2.8025655599636122e-14
KISS1,1.922874637557564,2.8421816031958644e-14
LOC254559,-1.6238038802660757,2.869564956861908e-14
ITPR1,-1.482945283984308,2.8707794693462906e-14
TCL1A,-3.1008981494115635,2.9057934257474125e-14
SLCO1B3,4.220290303598839,2.9122621971086835e-14
C19orf21,-1.0522621098413794,2.9122621971086835e-14
CD180,-1.987848797543922,3.052755362601224e-14
FAM55A,-3.649426104383422,3.0964148787704346e-14
TSHR,-1.445622258229576,3.1145798149764445e-14
ANKRD20A3,-1.49737056967423,3.2478777899968654e-14
XIRP1,2.1396627238615054,3.269348405563754e-14
RNASE1,-1.45149533515265,3.3631743955387744e-14
LY6G6E,2.12618840184206,3.3855057566317274e-14
C5orf46,2.2449059952242862,3.412148969027488e-14
CD33,-1.8146217550741897,3.536684441869049e-14
MMP25,-1.5864340269486643,3.5784849901445194e-14
C16orf5,-1.7452998209107946,3.606318422483e-14
SCN4A,-1.7515640115981583,3.6325075057448276e-14
CCDC85A,-1.7485864233327637,3.7055671265661694e-14
CRTAC1,-2.4433754647791246,3.8251272753579624e-14
NLGN3,-1.2875834555688217,3.9013083637667884e-14
CDR2L,1.227072931946107,3.972041902678632e-14
PNCK,-2.9734824236738886,4.1127627935491905e-14
C6orf201,-1.1392974586389213,4.126245866566628e-14
BHLHA15,-1.5605059440559454,4.1505819788113084e-14
LRRC18,-1.1031360139860145,4.1505819788113084e-14
AVIL,-1.7549845898004426,4.1978652735851564e-14
SLC47A1,-1.782144260617431,4.208210399680577e-14
ASAM,-2.304206796861677,4.2236388450265206e-14
MGC72080,1.0689996418215912,4.2264305783827375e-14
PBX1,-1.4914899880607262,4.233924065492292e-14
MYO15B,-1.3418793621013094,4.24134729034198e-14
KLRC1,-1.779496665529591,4.312711835537722e-14
LOC100127888,2.570742785263516,4.419478210920839e-14
CR2,-3.5737594320313804,4.4246628873772545e-14
