gene,log2FC,FDR_per_contrast
SLITRK6,-2.4950651884700674,3.028025268972589e-07
BRSK2,2.0761474501108603,3.631082917217713e-07
CHST4,2.399552200238784,3.795350641163314e-07
DSC3,2.4455999488316595,4.165003150692906e-07
MUC2,-3.131280564557392,4.260411279126374e-07
PLA2G3,2.397547586559781,4.76761686607513e-07
WDR72,2.296780863039399,4.871051447744814e-07
SLC13A3,2.240970126215247,5.203318366059539e-07
CXCL13,-2.087423486269825,5.235568903721583e-07
GJB5,2.4026080931263856,5.266096594680438e-07
BMP7,2.0854435442606203,7.096454224621255e-07
CES1,-2.12045388879413,7.829289574607293e-07
DMRTA2,2.1355300869861864,7.861395147066179e-07
SFRP2,-2.695722215589278,8.081148749108533e-07
SFRP4,2.2546889902780123,8.638991293307839e-07
CYP2W1,2.5861273068395025,1.2848072975220815e-06
PPBP,2.50753147705952,1.554163777760344e-06
TAC1,-2.0650801466825874,1.79074518811932e-06
ENPP3,-2.384218369435441,1.8429438654100844e-06
ODAM,2.0889751407129458,1.9222495138942965e-06
NTS,-2.000988683267952,3.032507237006312e-06
ALDH1L1,-2.4410650946614343,3.9141287454810215e-06
FOLR1,2.0158483029165954,4.299266014598665e-06
C17orf77,2.0867702711922247,7.287759154205202e-06
DUSP27,3.2381496844618782,8.941918399715018e-06
WISP3,2.0387652311103523,1.0456892879362434e-05
PRSS1,2.056405500596964,1.4505637387830537e-05
EREG,2.0055378645744515,1.5410011540354508e-05
GSTM1,-2.304132440730002,3.294818500802771e-05
PLA2G12B,-2.132876709875495,3.620123245539331e-05
REG1A,3.289146674057654,3.840788796834936e-05
PLA2G2A,-2.2429448064131066,4.038800672516131e-05
REG3A,2.9237691796008862,6.552730617307889e-05
HULC,2.3178698789015857,0.0001307162118886
LEFTY1,-2.0136353658536645,0.0001645016657574
NPSR1,2.00491904315197,0.0003108484082916
REG1B,2.387122863721646,0.0010797955358663
